id,title,authors,abstract,text,n_authors,len_title,len_abstract,len_text
http://arxiv.org/abs/0802.1586v1,Program Promises,"Demissies Aredo, Mark Burgess, Simen Hagen","The framework of promise theory offers an alternative way of understanding
programming models, especially in distributed systems. We show that promise
theory can express some familiar constructs and resolve some problems in
program interface design, using fewer and simpler concepts than the Unified
Modelling Language (UML).",program promise framework promise theory offer alternative way understand programming model especially distribute system show promise theory express familiar construct resolve problem program interface design use few simple concept unify modelling language uml,3,2,46,33
http://arxiv.org/abs/0802.3628v1,"Dynamic data models: an application of MOP-based persistence in Common
  Lisp","Pierre Thierry, Simon E. B. Thierry","The data model of an application, the nature and format of data stored across
executions, is typically a very rigid part of its early specification, even
when prototyping, and changing it after code that relies on it was written can
prove quite expensive and error-prone.
  Code and data in a running Lisp image can be dynamically modified. A
MOP-based persistence library can bring this dynamicity to the data model. This
enables to extend the easy prototyping way of development to the storage of
data and helps avoiding interruptions of service. This article presents the
conditions to do this portably and transparently.",dynamic datum model application mop base persistence common lisp datum model application nature format datum store across execution typically rigid part early specification even prototype change code relie write prove quite expensive error prone code datum run lisp image dynamically modify mop base persistence library bring dynamicity data model enable extend easy prototyping way development storage datum help avoid interruption service article present condition portably transparently,2,11,101,66
http://arxiv.org/abs/0802.3895v1,Complexity Metrics for Spreadsheet Models,Andrej Bregar,"Several complexity metrics are described which are related to logic
structure, data structure and size of spreadsheet models. They primarily
concentrate on the dispersion of cell references and cell paths. Most metrics
are newly defined, while some are adapted from traditional software
engineering. Their purpose is the identification of cells which are liable to
errors. In addition, they can be used to estimate the values of dependent
process metrics, such as the development duration and effort, and especially to
adjust the cell error rate in accordance with the contents of each individual
cell, in order to accurately asses the reliability of a model. Finally, two
conceptual constructs - the reference branching condition cell and the
condition block - are discussed, aiming at improving the reliability,
modifiability, auditability and comprehensibility of logical tests.",complexity metric spreadsheet model several complexity metric describe related logic structure datum structure size spreadsheet model primarily concentrate dispersion cell reference cell path metric newly define adapt traditional software engineering purpose identification cell liable error addition use estimate value dependent process metric development duration effort especially adjust cell error rate accordance content individual cell order accurately asse reliability model finally two conceptual construct reference branch condition cell condition block discuss aim improve reliability modifiability auditability comprehensibility logical test,1,5,132,78
http://arxiv.org/abs/0802.3940v1,Spreadsheet Structure Discovery with Logic Programming,Jocelyn Paine,"Our term ""structure discovery"" denotes the recovery of structure, such as the
grouping of cells, that was intended by a spreadsheet's author but is not
explicit in the spreadsheet. We are implementing structure discovery tools in
the logic-programming language Prolog for our spreadsheet analysis program
Model Master, by writing grammars for spreadsheet structures. The objective is
an ""intelligent structure monitor"" to run beside Excel, allowing users to
reconfigure spreadsheets to the representational needs of the task at hand.
This could revolutionise spreadsheet ""best practice"". We also describe a
formulation of spreadsheet reverse-engineering based on ""arrows"".",spreadsheet structure discovery logic programming term structure discovery '' denote recovery structure group cell intend spreadsheet 's author explicit spreadsheet implement structure discovery tool logic program language prolog spreadsheet analysis program model master writing grammar spreadsheet structure objective intelligent structure monitor '' run beside excel allow user reconfigure spreadsheet representational need task hand could revolutionise spreadsheet good practice '' also describe formulation spreadsheet reverse engineering base arrow '',1,6,95,68
http://arxiv.org/abs/0803.0015v1,EuSpRIG 2006 Commercial Spreadsheet Review,Simon Murphy,"This management summary provides an outline of a commercial spreadsheet
review process. The aim of this process is to ensure remedial or enhancement
work can safely be undertaken on a spreadsheet with a commercially acceptable
level of risk of introducing new errors.",eusprig 2006 commercial spreadsheet review management summary provide outline commercial spreadsheet review process aim process ensure remedial enhancement work safely undertake spreadsheet commercially acceptable level risk introduce new error,1,5,42,29
http://arxiv.org/abs/0803.0162v1,"A Software Development Methodology for Research and Prototyping in
  Financial Markets","Andrew Kumiega, Ben Van Vliet","The objective of this paper is to develop a standardized methodology for
software development in the very unique industry and culture of financial
markets. The prototyping process we present allows the development team to
deliver for review and comment intermediate-level models based upon clearly
defined customer requirements. This spreadsheet development methodology is
presented within a larger business context, that of trading system development,
the subject of an upcoming book by the authors of this paper.",software development methodology research prototype financial market objective paper develop standardized methodology software development unique industry culture financial market prototype process present allow development team deliver review comment intermediate level model base upon clearly define customer requirement spreadsheet development methodology present within large business context trading system development subject upcoming book author paper,2,11,75,53
http://arxiv.org/abs/0803.0163v1,"Rapid Spreadsheet Reshaping with Excelsior: multiple drastic changes to
  content and layout are easy when you represent enough structure","Jocelyn Paine, Emre Tek, Duncan Williamson","Spreadsheets often need changing in ways made tedious and risky by Excel. For
example: simultaneously altering many tables' size, orientation, and position;
inserting cross-tabulations; moving data between sheets; splitting and merging
sheets. A safer, faster restructuring tool is, we claim, Excelsior. The result
of a research project into reducing spreadsheet risk, Excelsior is the first
ever tool for modularising spreadsheets; i.e. for building them from components
which can be independently created, tested, debugged, and updated. It
represents spreadsheets in a way that makes these components explicit,
separates them from layout, and allows both components and layout to be changed
without breaking dependent formulae. Here, we report experiments to test that
this does indeed make such changes easier. In one, we automatically generated a
cross-tabulation and added it to a spreadsheet. In the other, we generated new
versions of a 10,000-cell housing-finance spreadsheet containing many
interconnected 20*40 tables. We varied table sizes from 5*10 to 200*2,000;
moved tables between sheets; and flipped table orientations. Each change
generated a spreadsheet with different structure but identical outputs; each
change took just a few minutes.","rapid spreadsheet reshape excelsior multiple drastic change content layout easy represent enough structure spreadsheet often need change way make tedious risky excel example simultaneously alter many table size orientation position insert cross tabulation move data sheet split merging sheet safe fast restructuring tool claim excelsior result research project reduce spreadsheet risk excelsior first ever tool modularise spreadsheet i.e building component independently create test debug update represent spreadsheet way make component explicit separate layout allow component layout change without break dependent formulae report experiment test indeed make change easy one automatically generate cross tabulation add spreadsheet generate new version 10,000 cell housing finance spreadsheet contain many interconnect 20 40 table varied table size 5 10 200 2,000 move table sheet flip table orientation change generate spreadsheet different structure identical output change take minute",3,19,181,132
http://arxiv.org/abs/0803.0666v1,An approach to control collaborative processes in PLM systems,"Soumaya El Kadiri, Philippe Pernelle, Miguel Delattre, Abdelaziz Bouras","Companies that collaborate within the product development processes need to
implement an effective management of their collaborative activities. Despite
the implementation of a PLM system, the collaborative activities are not
efficient as it might be expected. This paper presents an analysis of the
problems related to the collaborative work using a PLM system. From this
analysis, we propose an approach for improving collaborative processes within a
PLM system, based on monitoring indicators. This approach leads to identify and
therefore to mitigate the brakes of the collaborative work.",approach control collaborative process plm system company collaborate within product development process need implement effective management collaborative activity despite implementation plm system collaborative activity efficient might expect paper present analysis problem relate collaborative work use plm system analysis propose approach improve collaborative process within plm system base monitoring indicator approach lead identify therefore mitigate brake collaborative work,4,9,87,57
http://arxiv.org/abs/0803.1751v1,"TellTable Spreadsheet Audit: from Technical Possibility to Operating
  Prototype","John Nash, Andy Adler, Neil Smith","At the 2003 EuSpRIG meeting, we presented a framework and software
infrastructure to generate and analyse an audit trail for a spreadsheet file.
This report describes the results of a pilot implementation of this software
(now called TellTable; see www.telltable.com), along with developments in the
server infrastructure and availability, extensions to other ""Office Suite""
files, integration of the audit tool into the server interface, and related
developments, licensing and reports. We continue to seek collaborators and
partners in what is primarily an open-source project with some shared-source
components.",telltable spreadsheet audit technical possibility operating prototype 2003 eusprig meeting present framework software infrastructure generate analyse audit trail spreadsheet file report describe result pilot implementation software call telltable see www.telltable.com along development server infrastructure availability extension office suite '' file integration audit tool server interface relate development licensing report continue seek collaborator partner primarily open source project share source component,3,9,88,60
http://arxiv.org/abs/0803.2027v1,Excelsior: Bringing the Benefits of Modularisation to Excel,Jocelyn Paine,"Excel lacks features for modular design. Had it such features, as do most
programming languages, they would save time, avoid unneeded programming, make
mistakes less likely, make code-control easier, help organisations adopt a
uniform house style, and open business opportunities in buying and selling
spreadsheet modules. I present Excelsior, a system for bringing these benefits
to Excel.",excelsior bring benefit modularisation excel excel lack feature modular design feature programming language would save time avoid unneeded programming make mistake less likely make code control easy help organisation adopt uniform house style open business opportunity buy sell spreadsheet module present excelsior system bring benefit excel,1,8,57,46
http://arxiv.org/abs/0804.0366v1,Merging Object and Process Diagrams for Business Information Modeling,Patrick Chénais,"While developing an information system for the University of Bern, we were
faced with two major issues: managing software changes and adapting Business
Information Models. Software techniques well-suited to software development
teams exist, yet the models obtained are often too complex for the business
user. We will first highlight the conceptual problems encountered while
designing the Business Information Model. We will then propose merging class
diagrams and business process modeling to achieve a necessary transparency. We
will finally present a modeling tool we developed which, using pilot case
studies, helps to show some of the advantages of a dual model approach.",merge object process diagram business information model develop information system university bern face two major issue manage software change adapt business information model software technique well suit software development team exist yet model obtain often complex business user first highlight conceptual problem encounter design business information model propose merging class diagram business process modeling achieve necessary transparency finally present modeling tool develop use pilot case study help show advantage dual model approach,1,9,101,72
http://arxiv.org/abs/0805.0650v1,Plat_Forms -- a contest: The web development platform comparison,Lutz Prechelt,"""Plat_Forms"" is a competition in which top-class teams of three programmers
compete to implement the same requirements for a web-based system within 30
hours, each team using a different technology platform (Java EE, .NET, PHP,
Perl, Python, or Ruby on Rails). The results will provide new insights into the
real (rather than purported) pros, cons, and emergent properties of each
platform. The evaluation will analyze many aspects of each solution, both
external (usability, functionality, reliability, performance, etc.) and
internal (structure, understandability, flexibility, etc.).",plat_form -- contest web development platform comparison plat_form '' competition top class team three programmer compete implement requirement web base system within 30 hour team use different technology platform java ee .net php perl python ruby rail result provide new insight real rather purport pro con emergent property platform evaluation analyze many aspect solution external usability functionality reliability performance etc internal structure understandability flexibility etc,1,9,83,65
http://arxiv.org/abs/0805.1740v1,Detecting Errors in Spreadsheets,"Yirsaw Ayalew, Markus Clermont, Roland T. Mittermeir","The paper presents two complementary strategies for identifying errors in
spreadsheet programs. The strategies presented are grounded on the assumption
that spreadsheets are software, albeit of a different nature than conventional
procedural software. Correspondingly, strategies for identifying errors have to
take into account the inherent properties of spreadsheets as much as they have
to recognize that the conceptual models of 'spreadsheet programmers' differ
from the conceptual models of conventional programmers. Nevertheless, nobody
can and will write a spreadsheet, without having such a conceptual model in
mind, be it of numeric nature or be it of geometrical nature focused on some
layout.",detect error spreadsheet paper present two complementary strategy identify error spreadsheet program strategy present ground assumption spreadsheet software albeit different nature conventional procedural software correspondingly strategy identify error take account inherent property spreadsheet much recognize conceptual model spreadsheet programmer differ conceptual model conventional programmer nevertheless nobody write spreadsheet without conceptual model mind numeric nature geometrical nature focus layout,3,4,101,58
http://arxiv.org/abs/0805.4218v1,A Structured Methodology for Spreadsheet Modelling,"Brian Knight, David Chadwick, Kamalesen Rajalingham","In this paper, we discuss the problem of the software engineering of a class
of business spreadsheet models. A methodology for structured software
development is proposed, which is based on structured analysis of data,
represented as Jackson diagrams. It is shown that this analysis allows a
straightforward modularisation, and that individual modules may be represented
with indentation in the block-structured form of structured programs. The
benefits of structured format are discussed, in terms of comprehensibility,
ease of maintenance, and reduction in errors. The capability of the methodology
to provide a modular overview in the model is described, and examples are
given. The potential for a reverse-engineering tool, to transform existing
spreadsheet models is discussed.",structured methodology spreadsheet modelling paper discuss problem software engineering class business spreadsheet model methodology structure software development propose base structured analysis datum represent jackson diagrams show analysis allow straightforward modularisation individual module may represent indentation block structure form structure program benefit structure format discuss term comprehensibility ease maintenance reduction error capability methodology provide modular overview model describe example give potential reverse engineering tool transform exist spreadsheet model discuss,3,6,114,68
http://arxiv.org/abs/0805.4219v1,Building Financial Accuracy into Spreadsheets,Andrew Hawker,"Students learning how to apply spreadsheets to accounting problems are not
always well served by the built-in financial functions. Problems can arise
because of differences between UK and US practice, through anomalies in the
functions themselves, and because the promptings of Wizards' engender an
attitude of filling in the blanks on the screen, and hoping for the best. Some
examples of these problems are described, and suggestions are presented for
ways of improving the situation. Principally, it is suggested that spreadsheet
prompts and 'Help' screens should offer integrated guidance, covering some
aspects of financial practice, as well as matters of spreadsheet technique.",build financial accuracy spreadsheet student learn apply spreadsheet accounting problem always well serve build in financial function problem arise difference uk us practice anomaly function prompting wizard engender attitude fill blank screen hope good example problem describe suggestion present way improve situation principally suggest spreadsheet prompt help screen offer integrate guidance cover aspect financial practice well matter spreadsheet technique,1,5,102,59
http://arxiv.org/abs/0805.4224v1,Classification of Spreadsheet Errors,"Kamalasen Rajalingham, David R. Chadwick, Brian Knight","This paper describes a framework for a systematic classification of
spreadsheet errors. This classification or taxonomy of errors is aimed at
facilitating analysis and comprehension of the different types of spreadsheet
errors. The taxonomy is an outcome of an investigation of the widespread
problem of spreadsheet errors and an analysis of specific types of these
errors. This paper contains a description of the various elements and
categories of the classification and is supported by appropriate examples.",classification spreadsheet error paper describe framework systematic classification spreadsheet error classification taxonomy error aim facilitate analysis comprehension different type spreadsheet error taxonomy outcome investigation widespread problem spreadsheet error analysis specific type error paper contain description various element category classification support appropriate example,3,4,76,42
http://arxiv.org/abs/0806.1100v1,Design Patterns for Complex Event Processing,Adrian Paschke,"Currently engineering efficient and successful event-driven applications
based on the emerging Complex Event Processing (CEP) technology, is a laborious
trial and error process. The proposed CEP design pattern approach should
support CEP engineers in their design decisions to build robust and efficient
CEP solutions with well understood tradeoffs and should enable an
interdisciplinary and efficient communication process about successful CEP
solutions in different application domains.",design pattern complex event processing currently engineer efficient successful event drive application base emerge complex event processing cep technology laborious trial error process propose cep design pattern approach support cep engineer design decision build robust efficient cep solution well understand tradeoff enable interdisciplinary efficient communication process successful cep solution different application domain,1,6,65,52
http://arxiv.org/abs/0806.2730v1,A Process Algebra Software Engineering Environment,B. Diertens,"In previous work we described how the process algebra based language PSF can
be used in software engineering, using the ToolBus, a coordination architecture
also based on process algebra, as implementation model. In this article we
summarize that work and describe the software development process more formally
by presenting the tools we use in this process in a CASE setting, leading to
the PSF-ToolBus software engineering environment. We generalize the refine step
in this environment towards a process algebra based software engineering
workbench of which several instances can be combined to form an environment.",process algebra software engineering environment previous work describe process algebra base language psf use software engineering use toolbus coordination architecture also base process algebra implementation model article summarize work describe software development process formally present tool use process case set lead psf toolbus software engineering environment generalize refine step environment towards process algebra base software engineering workbench several instance combine form environment,1,6,94,62
http://arxiv.org/abs/0807.0161v1,Increase of Software Safety,Arkadiy Khandjian,"New model of software safety is offered. Distribution of mistakes in program
on stages of life cycle is researched. Study of ways of increase of reliability
of software at help simulation program is leaded.",increase software safety new model software safety offer distribution mistake program stage life cycle research study way increase reliability software help simulation program lead,1,4,34,24
http://arxiv.org/abs/0807.3187v1,"When, why and how to test spreadsheets",Louise Pryor,"Testing is a vital part of software development, and spreadsheets are like
any other software in this respect. This paper discusses the testing of
spreadsheets in the light of one practitioner's experience. It considers the
concept of software testing and how it differs from reviewing, and describes
when it might take place. Different types of testing are described, and some
techniques for performing them presented. Some of the commonly encountered
problems are discussed.",test spreadsheet test vital part software development spreadsheet like software respect paper discuss test spreadsheet light one practitioner 's experience consider concept software testing differ review describe might take place different type test describe technique perform present commonly encounter problem discuss,1,7,73,41
http://arxiv.org/abs/0807.4224v1,Encapsulation theory fundamentals,Edmund Kirwan,"This paper proposes a theory of encapsulation, establishing a relationship
between encapsulation and information hiding through the concept of potential
structural complexity (P.S.C.), the maximum possible number of source code
dependencies that can exist between program units in a software system. The
P.S.C. of various, simple systems is examined in an attempt to demonstrate how
P.S.C. changes as program units are encapsulated among different configurations
of subsystems.",encapsulation theory fundamental paper propose theory encapsulation establish relationship encapsulation information hiding concept potential structural complexity p.s.c maximum possible number source code dependency exist program unit software system p.s.c various simple system examine attempt demonstrate p.s.c change program unit encapsulate among different configuration subsystem,1,3,67,44
http://arxiv.org/abs/0808.0055v1,Integrating OPC Data into GSN Infrastructures,"Olivier Passalacqua, Eric Benoit, Marc-Philippe Huget, Patrice Moreaux","This paper presents the design and the implementation of an interface
software component between OLE for Process Control (OPC) formatted data and the
Global Sensor Network (GSN) framework for management of data from sensors. This
interface, named wrapper in the GSN context, communicates in Data Access mode
with an OPC server and converts the received data to the internal GSN format,
according to several temporal modes. This work is realized in the context of a
Ph.D. Thesis about the control of distributed information fusion systems. The
developed component allows the injection of OPC data, like measurements or
industrial processes states information, into a distributed information fusion
system deployed in a GSN framework. The component behaves as a client of the
OPC server. Developed in Java and based on the Opensaca Utgard, it can be
deployed on any computation node supporting a Java virtual machine. The
experiments show the component conformity according to the Data Access 2.05a
specification of the OPC standard and to the temporal modes.",integrate opc datum gsn infrastructure paper present design implementation interface software component ole process control opc format data global sensor network gsn framework management datum sensor interface name wrapper gsn context communicate datum access mode opc server convert receive datum internal gsn format accord several temporal mode work realize context ph.d thesis control distribute information fusion system develop component allow injection opc datum like measurement industrial process state information distribute information fusion system deploy gsn framework component behave client opc server develop java base opensaca utgard deploy computation node support java virtual machine experiment show component conformity accord datum access 2.05a specification opc standard temporal mode,4,6,166,106
http://arxiv.org/abs/0808.0347v1,Towards a Process for Developing Maintenance Tools in Academia,"Holger M. Kienle, Hausi A. Müller","Building of tools--from simple prototypes to industrial-strength
applications--is a pervasive activity in academic research. When proposing a
new technique for software maintenance, effective tool support is typically
required to demonstrate the feasibility and effectiveness of the approach.
However, even though tool building is both pervasive and requiring significant
time and effort, it is still pursued in an ad hoc manner. In this paper, we
address these issues by proposing a dedicated development process for tool
building that takes the unique characteristics of an academic research
environment into account. We first identify process requirements based on a
review of the literature and our extensive tool building experience in the
domain of maintenance tools. We then outline a process framework based on work
products that accommodates the requirements while providing needed flexibility
for tailoring the process to account for specific tool building approaches and
project constraints. The work products are concrete milestones of the process,
tracking progress, rationalizing (design) decisions, and documenting the
current state of the tool building project. Thus, the work products provide
important input for strategic project decisions and rapid initiation of new
team members. Leveraging a dedicated tool building process promises tools that
are designed, build, and maintained in a more disciplined, predictable and
efficient manner.",towards process develop maintenance tool academia building tool -- simple prototype industrial strength application -- pervasive activity academic research propose new technique software maintenance effective tool support typically require demonstrate feasibility effectiveness approach however even though tool building pervasive require significant time effort still pursue ad hoc manner paper address issue propose dedicated development process tool building take unique characteristic academic research environment account first identify process requirement base review literature extensive tool building experience domain maintenance tool outline process framework base work product accommodate requirement provide need flexibility tailor process account specific tool building approach project constraint work product concrete milestone process track progress rationalize design decision document current state tool building project thus work product provide important input strategic project decision rapid initiation new team member leverage dedicated tool building process promise tool design build maintain disciplined predictable efficient manner,2,9,208,142
http://arxiv.org/abs/0808.3292v1,Network Motifs in Object-Oriented Software Systems,"Yutao Ma, Keqing He, Jing Liu","Nowadays, software has become a complex piece of work that may be beyond our
control. Understanding how software evolves over time plays an important role
in controlling software development processes. Recently, a few researchers
found the quantitative evidence of structural duplication in software systems
or web applications, which is similar to the evolutionary trend found in
biological systems. To investigate the principles or rules of software
evolution, we introduce the relevant theories and methods of complex networks
into structural evolution and change of software systems. According to the
results of our experiment on network motifs, we find that the stability of a
motif shows positive correlation with its abundance and a motif with high Z
score tends to have stable structure. These findings imply that the evolution
of software systems is based on functional cloning as well as structural
duplication and tends to be structurally stable. So, the work presented in this
paper will be useful for the analysis of structural changes of software systems
in reverse engineering.",network motif object orient software system nowadays software become complex piece work may beyond control understanding software evolve time play important role control software development process recently researcher find quantitative evidence structural duplication software system web application similar evolutionary trend find biological system investigate principle rule software evolution introduce relevant theory method complex network structural evolution change software system accord result experiment network motif find stability motif show positive correlation abundance motif high z score tend stable structure finding imply evolution software system base functional cloning well structural duplication tend structurally stable work present paper useful analysis structural change software system reverse engineering,3,6,168,103
http://arxiv.org/abs/0809.1409v1,Domain Specific Software Architecture for Design Center Automation,"Anshuman Sinha, Haritha Nandela, Vijaya Balakrishna","Domain specific software architecture aims at software reuse through
construction of domain architecture reference model. The constructed reference
model presents a set of individual components and their interaction points.
When starting on a new large software project, the design engineer starts with
pre-constructed model, which can be easily browsed and picks up opportunities
of use in the new solution design. This report discusses application of domain
reference design methods by deriving domain specific reference architecture for
a product ordering system in a design center. The product in this case is
instock and special order blinds from different manufacturers in a large supply
store. The development of mature domain specific reference software
architecture for this domain is not the objective of this report. However, this
report would like to capture the method used in one such process and that is
the primary concern of this report. This report lists subjective details of
such a process applied to the domain of ordering custom and instock blinds from
a large home construction and goods supply store. This report also describes
the detailed process of derivation of knowledge models, unified knowledge
models and the reference architecture for this domain. However, this domain
model is only partially complete which may not be used for any real
applications. This report is a result of a course project undertaken while
studying this methodology.",domain specific software architecture design center automation domain specific software architecture aim software reuse construction domain architecture reference model construct reference model present set individual component interaction point start new large software project design engineer start pre constructed model easily browse pick opportunity use new solution design report discuss application domain reference design method derive domain specific reference architecture product order system design center product case instock special order blind different manufacturer large supply store development mature domain specific reference software architecture domain objective report however report would like capture method use one process primary concern report report list subjective detail process apply domain order custom instock blind large home construction good supply store report also describe detailed process derivation knowledge model unify knowledge model reference architecture domain however domain model partially complete may use real application report result course project undertake study methodology,3,8,226,144
http://arxiv.org/abs/0809.4108v1,"The ADAPT Tool: From AADL Architectural Models to Stochastic Petri Nets
  through Model Transformation","Ana E. Rugina, Karama Kanoun, Mohamed Kaaniche","ADAPT is a tool that aims at easing the task of evaluating dependability
measures in the context of modern model driven engineering processes based on
AADL (Architecture Analysis and Design Language). Hence, its input is an AADL
architectural model annotated with dependability-related information. Its
output is a dependability evaluation model in the form of a Generalized
Stochastic Petri Net (GSPN). The latter can be processed by existing
dependability evaluation tools, to compute quantitative measures such as
reliability, availability, etc.. ADAPT interfaces OSATE (the Open Source AADL
Tool Environment) on the AADL side and SURF-2, on the dependability evaluation
side. In addition, ADAPT provides the GSPN in XML/XMI format, which represents
a gateway to other dependability evaluation tools, as the processing techniques
for XML files allow it to be easily converted to a tool-specific GSPN.",adapt tool aadl architectural model stochastic petri net model transformation adapt tool aim ease task evaluate dependability measure context modern model drive engineering process base aadl architecture analysis design language hence input aadl architectural model annotate dependability relate information output dependability evaluation model form generalize stochastic petri net gspn latter process exist dependability evaluation tool compute quantitative measure reliability availability etc .. adapt interface osate open source aadl tool environment aadl side surf-2 dependability evaluation side addition adapt provide gspn xml xmi format represent gateway dependability evaluation tool process technique xml file allow easily convert tool specific gspn,3,14,134,98
http://arxiv.org/abs/0809.4109v1,"Software dependability modeling using an industry-standard architecture
  description language","Ana-Elena Rugina, Peter H. Feiler, Karama Kanoun, Mohamed Kaaniche","Performing dependability evaluation along with other analyses at
architectural level allows both making architectural tradeoffs and predicting
the effects of architectural decisions on the dependability of an application.
This paper gives guidelines for building architectural dependability models for
software systems using the AADL (Architecture Analysis and Design Language). It
presents reusable modeling patterns for fault-tolerant applications and shows
how the presented patterns can be used in the context of a subsystem of a
real-life application.",software dependability modeling use industry standard architecture description language perform dependability evaluation along analyse architectural level allow make architectural tradeoff predict effect architectural decision dependability application paper give guideline build architectural dependability model software system use aadl architecture analysis design language present reusable modeling pattern fault tolerant application show present pattern use context subsystem real life application,4,9,75,57
http://arxiv.org/abs/0809.4812v1,"Control software analysis, Part I Open-loop properties","Eric Feron, Fernando Alegre","As the digital world enters further into everyday life, questions are raised
about the increasing challenges brought by the interaction of real-time
software with physical devices. Many accidents and incidents encountered in
areas as diverse as medical systems, transportation systems or weapon systems
are ultimately attributed to ""software failures"". Since real-time software that
interacts with physical systems might as well be called control software, the
long litany of accidents due to real-time software failures might be taken as
an equally long list of opportunities for control systems engineering. In this
paper, we are interested only in run-time errors in those pieces of software
that are a direct implementation of control system specifications: For
well-defined and well-understood control architectures such as those present in
standard textbooks on digital control systems, the current state of theoretical
computer science is well-equipped enough to address and analyze control
algorithms. It appears that a central element to these analyses is Lyapunov
stability theory, which translate into invariant theory in computer
implementations.",control software analysis part open loop property digital world enter everyday life question raise increase challenge bring interaction real time software physical device many accident incident encounter area diverse medical system transportation system weapon system ultimately attribute software failure '' since real time software interact physical system might well call control software long litany accident due real time software failure might take equally long list opportunity control system engineering paper interested run time error piece software direct implementation control system specification well define well understand control architecture present standard textbook digital control system current state theoretical computer science well equip enough address analyze control algorithm appear central element analyse lyapunov stability theory translate invariant theory computer implementation,2,7,166,117
http://arxiv.org/abs/0810.0874v2,Software Engineering & Systems Design Nature,Kirill A Sorudeykin,"The main problems of Software Engineering appear as a result of
incompatibilities. For example, the quality of organization of the production
process depends on correspondence with existent resources and on a common
understanding of project goals by all team members. Software design is another
example. Its successfulness rides on the architecture's conformity with a
project's concepts. This is a point of great nicety. All elements should create
a single space of interaction. And if the laws of such a space are imperfect,
missequencing comes and the concept of a software system fails. We must do our
best for this not to happen. To that end, having a subtle perception of systems
structures is essential. Such knowledge can be based only on a fresh approach
to the logical law.",software engineering system design nature main problem software engineering appear result incompatibility example quality organization production process depend correspondence existent resource common understanding project goal team member software design another example successfulness ride architecture 's conformity project 's concept point great nicety element create single space interaction law space imperfect missequencing come concept software system fail must well happen end subtle perception system structure essential knowledge base fresh approach logical law,1,6,128,71
http://arxiv.org/abs/0811.1947v1,"Pilotage des processus collaboratifs dans les systèmes PLM. Quels
  indicateurs pour quelle évaluation des performances ?","Soumaya Elkadiri, Philippe Pernelle, Miguel Delattre, Abdelaziz Bouras","Les entreprises qui collaborent dans un processus de d\'eveloppement de
produit ont besoin de mettre en oeuvre une gestion efficace des activit\'es
collaborative. Malgr\'e la mise en place d'un PLM, les activit\'es
collaborative sont loin d'\^etre aussi efficace que l'on pourrait s'y attendre.
Cet article propose une analyse des probl\'ematiques de la collaboration avec
un syst\`eme PLM. A partir de ces analyses, nous proposons la mise en place
d'indicateurs et d'actions sur les processus visant \`a identifier puis
att\'enuer les freins dans le travail collaboratif. ----- Companies that
collaborate within the product development processes need to implement an
effective management of their collaborative activities. Despite the
implementation of a PLM system, the collaborative activities are not efficient
as it might be expected. This paper presents an analysis of the problems
related to the collaborative work using a PLM system, identified through a
survey. From this analysis, we propose an approach for improving collaborative
processes within a PLM system, based on monitoring indicators. This approach
leads to identify and therefore to mitigate the brakes of the collaborative
work.",pilotage des processus collaboratifs dans les système plm quel indicateur pour quelle évaluation des performance le entreprise qui collaborent dans un processus de d\'eveloppement de produit ont besoin de mettre en oeuvre une gestion efficace des activit\'es collaborative malgr\ e la mise en place d'un plm les activit\'es collaborative sont loin d'\^etre aussi efficace que l'on pourrait attendre cet article propose une analyse des probl\'ematiques de la collaboration avec un syst\ eme plm partir de ce analyse nous proposon la mise en place d'indicateurs et d'actions sur les processus visant identifier puis att\'enuer les frein dans le travail collaboratif -- -- company collaborate within product development process need implement effective management collaborative activity despite implementation plm system collaborative activity efficient might expect paper present analysis problem relate collaborative work use plm system identify survey analysis propose approach improve collaborative process within plm system base monitoring indicator approach lead identify therefore mitigate brake collaborative work,4,16,177,154
http://arxiv.org/abs/0811.1950v1,"Collaborative process control: Observation of tracks generated by PLM
  system","Soumaya Elkadiri, Philippe Pernelle, Miguel Delattre, Abdelaziz Bouras","This paper aims at analyzing the problems related to collaborative work using
a PLM system. This research is mainly focused on the organisational aspects of
SMEs involved in networks composed of large companies, subcontractors and other
industrial partners. From this analysis, we propose the deployment of an
approach based on an observation process of tracks generated by PLM system. The
specific contributions are of two fold. First is to identify the brake points
of collaborative work. The second, thanks to the exploitation of generated
tracks, it allows reducing risks by reacting in real time to the incidents or
dysfunctions that may occur. The overall system architecture based on services
technology and supporting the proposed approach is described, as well as
associated prototype developed using an industrial PLM system.",collaborative process control observation track generate plm system paper aim analyze problem relate collaborative work use plm system research mainly focus organisational aspect sme involve network compose large company subcontractor industrial partner analysis propose deployment approach base observation process track generate plm system specific contribution two fold first identify brake point collaborative work second thank exploitation generate track allow reduce risk react real time incident dysfunction may occur overall system architecture base service technology support propose approach describe well associate prototype develop use industrial plm system,4,10,128,86
